{'01044099999': -10.0, '02293099999': -27.6}
         384086 function calls (378509 primitive calls) in 4.142 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      984    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 ssl.py:1331(_real_close)
       80    0.000    0.000    0.000    0.000 sre_parse.py:85(opengroup)
       33    0.000    0.000    0.000    0.000 functools.py:35(update_wrapper)
        2    0.000    0.000    0.000    0.000 {method 'getpeercert' of '_ssl._SSLSocket' objects}
       22    0.000    0.000    0.000    0.000 queue.py:122(put)
     1458    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
        8    0.000    0.000    0.000    0.000 url.py:274(_normalize_host)
       16    0.000    0.000    0.000    0.000 message.py:462(get)
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
       60    0.000    0.000    0.000    0.000 abc.py:117(__instancecheck__)
        2    0.000    0.000    0.000    0.000 client.py:1266(endheaders)
      135    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
      180    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:746(find_spec)
       30    0.000    0.000    0.000    0.000 ipaddress.py:1606(_ip_int_from_string)
       20    0.000    0.000    0.000    0.000 typing.py:947(__init__)
      184    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:357(__init__)
       72    0.000    0.000    0.000    0.000 sre_parse.py:225(__init__)
        8    0.000    0.000    0.000    0.000 message.py:564(get_content_type)
     1120    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
    76/64    0.000    0.000    0.000    0.000 sre_compile.py:485(_get_literal_prefix)
       84    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
        2    0.000    0.000    0.000    0.000 connectionpool.py:244(_get_conn)
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:216(_lock_unlock_module)
     1120    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
      311    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        2    0.000    0.000    0.000    0.000 client.py:1028(_send_output)
        4    0.000    0.000    0.000    0.000 typing.py:1223(__getitem__)
        1    0.000    0.000    0.000    0.000 legacy.py:1(<module>)
       69    0.000    0.000    0.000    0.000 status_codes.py:122(<genexpr>)
      172    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:180(_path_isabs)
       44    0.000    0.000    0.000    0.000 enum.py:590(_find_data_type)
       60    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
        6    0.000    0.000    0.000    0.000 cookies.py:35(__init__)
        2    0.000    0.000    0.000    0.000 connection.py:208(putrequest)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1685(extract_cookies)
    58/33    0.000    0.000    0.000    0.000 abc.py:121(__subclasscheck__)
       10    0.000    0.000    0.000    0.000 client.py:1238(putheader)
        2    0.000    0.000    0.000    0.000 client.py:967(send)
        9    0.000    0.000    0.000    0.000 __init__.py:2071(getLogger)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        2    0.000    0.000    0.000    0.000 typing.py:523(Optional)
        1    0.000    0.000    0.000    0.000 ssl.py:224(_TLSMessageType)
       88    0.000    0.000    0.000    0.000 six.py:142(__init__)
      306    0.000    0.000    0.000    0.000 sre_parse.py:82(groups)
      178    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:826(find_spec)
       88    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
      136    0.000    0.000    0.000    0.000 types.py:176(__get__)
       17    0.000    0.000    0.000    0.000 enum.py:626(_find_new_)
        1    0.000    0.000    0.000    0.000 quoprimime.py:1(<module>)
       68    0.000    0.000    0.000    0.000 status_codes.py:116(doc)
      167    0.000    0.000    0.000    0.000 typing.py:935(_is_dunder)
        2    0.000    0.000    0.000    0.000 ipaddress.py:28(ip_address)
    58/33    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        2    0.000    0.000    0.000    0.000 client.py:1082(putrequest)
       13    0.000    0.000    0.000    0.000 <frozen zipimport>:64(__init__)
        2    0.000    0.000    0.000    0.000 connectionpool.py:998(_new_conn)
       82    0.000    0.000    0.000    0.000 ipaddress.py:1199(_parse_octet)
        2    0.000    0.000    0.000    0.000 _collections.py:141(__init__)
        6    0.000    0.000    0.000    0.000 message.py:588(get_content_maintype)
        6    0.000    0.000    0.000    0.000 cookies.py:521(cookiejar_from_dict)
        1    0.000    0.000    0.000    0.000 models.py:254(CharsetMatches)
       47    0.000    0.000    0.000    0.000 ipaddress.py:533(_split_addr_prefix)
        9    0.000    0.000    0.000    0.000 __init__.py:1315(getLogger)
      294    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
       74    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
        2    0.000    0.000    0.000    0.000 ssl.py:1226(sendall)
      216    0.000    0.000    0.000    0.000 os.py:759(decode)
        4    0.000    0.000    0.000    0.000 utils.py:831(select_proxy)
  135/131    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1494(__init__)
        4    0.000    0.000    0.000    0.000 structures.py:76(copy)
        6    0.000    0.000    0.000    0.000 url.py:300(<listcomp>)
       34    0.000    0.000    0.000    0.000 _policybase.py:311(header_fetch_parse)
      376    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
       40    0.000    0.000    0.000    0.000 _collections_abc.py:909(__iter__)
        2    0.000    0.000    0.000    0.000 models.py:484(prepare_headers)
        2    0.000    0.000    0.000    0.000 feedparser.py:184(close)
        2    0.000    0.000    0.000    0.000 url.py:323(_encode_target)
      135    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1604(make_cookies)
        4    0.000    0.000    0.000    0.000 adapters.py:136(__init__)
       48    0.000    0.000    0.000    0.000 sre_compile.py:516(_get_charset_prefix)
        1    0.000    0.000    0.000    0.000 re.py:222(split)
       14    0.000    0.000    0.000    0.000 utils.py:335(to_key_val_list)
        1    0.000    0.000    0.000    0.000 models.py:14(CharsetMatch)
       72    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        1    0.000    0.000    0.000    0.000 intranges.py:1(<module>)
        1    0.000    0.000    0.000    0.000 idnadata.py:1(<module>)
       24    0.000    0.000    0.000    0.000 url.py:305(_idna_encode)
        2    0.000    0.000    0.000    0.000 adapters.py:372(request_url)
        2    0.000    0.000    0.000    0.000 response.py:201(__init__)
        2    0.000    0.000    0.000    0.000 _collections.py:231(extend)
        1    0.000    0.000    0.000    0.000 stringprep.py:1(<module>)
      382    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
       17    0.000    0.000    0.000    0.000 typing.py:1143(<genexpr>)
        2    0.000    0.000    0.000    0.000 models.py:659(__init__)
        6    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
        2    0.000    0.000    0.000    0.000 models.py:611(prepare_cookies)
        1    0.000    0.000    0.000    0.000 readers.py:1(<module>)
      454    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
       22    0.000    0.000    0.000    0.000 _policybase.py:293(header_source_parse)
      174    0.000    0.000    0.000    0.000 {method 'read' of '_io.TextIOWrapper' objects}
       22    0.000    0.000    0.000    0.000 os.py:675(__getitem__)
        2    0.000    0.000    0.000    0.000 cookies.py:140(get_cookie_header)
      181    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:165(__init__)
        2    0.000    0.000    0.000    0.000 client.py:248(__init__)
        1    0.000    0.000    0.000    0.000 _collections.py:1(<module>)
      606    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
       22    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       34    0.000    0.000    0.000    0.000 _policybase.py:281(_sanitize_header)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1125(_BaseV4)
       54    0.000    0.000    0.000    0.000 parse.py:114(_coerce_args)
        1    0.000    0.000    0.000    0.000 traceback.py:457(TracebackException)
      369    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       14    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        2    0.000    0.000    0.000    0.000 message.py:451(items)
        2    0.000    0.000    0.000    0.000 client.py:206(_read_headers)
       45    0.000    0.000    0.000    0.000 threading.py:359(notify)
        2    0.000    0.000    0.000    0.000 ssl.py:1199(send)
      500    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
       62    0.000    0.000    0.000    0.000 structures.py:46(__setitem__)
        6    0.000    0.000    0.000    0.000 abc.py:21(_register)
        1    0.000    0.000    0.000    0.000 connection.py:119(_has_ipv6)
        2    0.000    0.000    0.000    0.000 adapters.py:239(cert_verify)
        2    0.000    0.000    0.000    0.000 ssl.py:614(options)
        2    0.000    0.000    0.000    0.000 message.py:459(<listcomp>)
        1    0.000    0.000    0.000    0.000 six.py:141(MovedAttribute)
      286    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        3    0.000    0.000    0.000    0.000 socket.py:494(_real_close)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1586(_make_netmask)
      144    0.000    0.000    0.000    0.000 sre_compile.py:619(isstring)
      407    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
       72    0.000    0.000    0.000    0.000 sre_parse.py:928(fix_flags)
       63    0.000    0.000    0.000    0.000 {built-in method builtins.any}
        8    0.000    0.000    0.000    0.000 message.py:497(get_all)
        2    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
        1    0.000    0.000    0.000    0.000 os.py:44(_get_exports_list)
        1    0.000    0.000    0.000    0.000 _adapters.py:1(<module>)
       25    0.000    0.000    0.000    0.000 typing.py:515(<genexpr>)
        2    0.000    0.000    0.000    0.000 response.py:281(release_conn)
       28    0.000    0.000    0.000    0.000 feedparser.py:128(__next__)
        2    0.000    0.000    0.000    0.000 feedparser.py:101(push)
        1    0.000    0.000    0.000    0.000 threading.py:1386(__init__)
       86    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        3    0.000    0.000    0.000    0.000 {function socket.close at 0x7f8c30ddd240}
       24    0.000    0.000    0.000    0.000 abc.py:110(register)
        2    0.000    0.000    0.000    0.000 socket.py:302(makefile)
       16    0.000    0.000    0.000    0.000 parse.py:159(hostname)
       35    0.000    0.000    0.000    0.000 typing.py:137(_type_convert)
        2    0.000    0.000    0.000    0.000 sessions.py:723(<listcomp>)
        2    0.000    0.000    0.000    0.000 {built-in method today}
      188    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 sessions.py:159(resolve_redirects)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
       11    0.000    0.000    0.000    0.000 sre_parse.py:268(getuntil)
      438    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        1    0.000    0.000    0.000    0.000 auth.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
        4    0.000    0.000    0.000    0.000 __init__.py:872(__init__)
        2    0.000    0.000    0.000    0.000 connectionpool.py:75(__init__)
       24    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
      229    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 response.py:40(assert_header_parsing)
      374    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
      135    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1040(__init__)
      127    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
       28    0.000    0.000    0.000    0.000 socket.py:99(_intenum_converter)
       22    0.000    0.000    0.000    0.000 _collections.py:215(add)
        2    0.000    0.000    0.000    0.000 connectionpool.py:283(_put_conn)
       62    0.000    0.000    0.000    0.000 __init__.py:25(__new__)
        2    0.000    0.000    0.000    0.000 utils.py:893(default_headers)
        2    0.000    0.000    0.000    0.000 connection.py:297(__init__)
        4    0.000    0.000    0.000    0.000 posixpath.py:228(expanduser)
        8    0.000    0.000    0.000    0.000 cookiejar.py:1266(__init__)
       17    0.000    0.000    0.000    0.000 enum.py:569(_check_for_existing_members)
      112    0.000    0.000    0.000    0.000 enum.py:446(<genexpr>)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1147(_make_netmask)
        2    0.000    0.000    0.000    0.000 models.py:589(prepare_auth)
        1    0.000    0.000    0.000    0.000 structures.py:1(<module>)
        2    0.000    0.000    0.000    0.000 feedparser.py:139(__init__)
       26    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
        2    0.000    0.000    0.000    0.000 connectionpool.py:1095(_normalize_host)
        1    0.000    0.000    0.000    0.000 ssl.py:159(TLSVersion)
       72    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
       47    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
      101    0.000    0.000    0.000    0.000 sre_compile.py:81(_combine_flags)
      178    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
       46    0.000    0.000    0.000    0.000 six.py:108(__init__)
       12    0.000    0.000    0.000    0.000 cookiejar.py:1231(deepvalues)
        1    0.000    0.000    0.000    0.000 cookies.py:165(<dictcomp>)
       47    0.000    0.000    0.000    0.000 threading.py:264(__enter__)
        2    0.000    0.000    0.000    0.000 utils.py:1011(get_auth_from_url)
        1    0.000    0.000    0.000    0.000 datetime.py:2185(timezone)
       10    0.000    0.000    0.000    0.000 _collections_abc.py:828(__contains__)
        5    0.000    0.000    0.000    0.000 socket.py:220(__init__)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        4    0.000    0.000    0.000    0.000 ssl_.py:457(is_ipaddress)
        2    0.000    0.000    0.000    0.000 connection.py:115(__init__)
       20    0.000    0.000    0.000    0.000 typing.py:206(_collect_type_vars)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1361(add_cookie_header)
        1    0.000    0.000    0.000    0.000 ssl.py:169(_TLSContentType)
        2    0.000    0.000    0.000    0.000 poolmanager.py:79(_default_key_normalizer)
        1    0.000    0.000    0.000    0.000 client.py:1514(LineTooLong)
        6    0.000    0.000    0.000    0.000 url.py:244(_remove_path_dot_segments)
        2    0.000    0.000    0.000    0.000 {method '_wrap_socket' of '_ssl._SSLContext' objects}
      127    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
        2    0.000    0.000    0.000    0.000 utils.py:258(extract_zipped_paths)
      127    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1710(_parse_hextet)
        2    0.000    0.000    0.000    0.000 pathlib.py:957(__new__)
       45    0.000    0.000    0.000    0.000 threading.py:279(_is_owned)
      127    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
        1    0.000    0.000    0.000    0.000 resources.py:129(_path_from_reader)
        3    0.000    0.000    0.000    0.000 pathlib.py:569(_parse_args)
        5    0.000    0.000    0.000    0.000 contextlib.py:252(contextmanager)
      127    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
       98    0.000    0.000    0.000    0.000 constant.py:60(<lambda>)
        4    0.000    0.000    0.000    0.000 adapters.py:174(init_poolmanager)
        1    0.000    0.000    0.000    0.000 resources.py:135(_path_from_resource_path)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        4    0.000    0.000    0.000    0.000 ssl.py:457(__new__)
      127    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
        1    0.000    0.000    0.000    0.000 brotli.py:25(BrotliEncoderMode)
       28    0.000    0.000    0.000    0.000 feedparser.py:78(readline)
        2    0.000    0.000    0.000    0.000 queue.py:34(__init__)
       53    0.000    0.000    0.000    0.000 six.py:178(_add_module)
        8    0.000    0.000    0.000    0.000 typing.py:267(_remove_dups_flatten)
        2    0.000    0.000    0.000    0.000 typing.py:664(__init__)
       24    0.000    0.000    0.000    0.000 url.py:306(<listcomp>)
        1    0.000    0.000    0.000    0.000 abc.py:312(ResourceReader)
        1    0.000    0.000    0.000    0.000 _common.py:60(get_package)
        2    0.000    0.000    0.000    0.000 pathlib.py:589(_from_parts)
        6    0.000    0.000    0.000    0.000 cookies.py:534(<listcomp>)
      134    0.000    0.000    0.000    0.000 six.py:92(__init__)
       47    0.000    0.000    0.000    0.000 threading.py:267(__exit__)
       48    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       17    0.000    0.000    0.000    0.000 enum.py:198(<dictcomp>)
        4    0.000    0.000    0.000    0.000 parse.py:493(urlunparse)
        8    0.000    0.000    0.000    0.000 utils.py:1027(check_header_validity)
       36    0.000    0.000    0.000    0.000 structures.py:51(__getitem__)
        9    0.000    0.000    0.000    0.000 typing.py:1234(<genexpr>)
       36    0.000    0.000    0.000    0.000 utils.py:51(_has_surrogates)
        5    0.000    0.000    0.000    0.000 retry.py:243(__init__)
      165    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(has_location)
      124    0.000    0.000    0.000    0.000 sre_compile.py:477(_get_iscased)
        1    0.000    0.000    0.000    0.000 fields.py:74(<dictcomp>)
      169    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        4    0.000    0.000    0.000    0.000 ssl.py:728(verify_mode)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
        1    0.000    0.000    0.000    0.000 _adapters.py:31(DegenerateFiles)
        5    0.000    0.000    0.000    0.000 sre_compile.py:440(_bytes_to_codes)
      189    0.000    0.000    0.000    0.000 status_codes.py:117(<genexpr>)
        2    0.000    0.000    0.000    0.000 message.py:213(get_payload)
        2    0.000    0.000    0.000    0.000 response.py:323(_init_length)
        6    0.000    0.000    0.000    0.000 idna.py:145(encode)
       10    0.000    0.000    0.000    0.000 __init__.py:1435(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:567(__init__)
       12    0.000    0.000    0.000    0.000 cookiejar.py:1227(vals_sorted_by_key)
      136    0.000    0.000    0.000    0.000 enum.py:801(value)
      154    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _common.py:55(resolve)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.compile}
       16    0.000    0.000    0.000    0.000 parse.py:200(_hostinfo)
       17    0.000    0.000    0.000    0.000 enum.py:423(__getattr__)
        3    0.000    0.000    0.000    0.000 pathlib.py:56(parse_parts)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
       22    0.000    0.000    0.000    0.000 os.py:755(encode)
        1    0.000    0.000    0.000    0.000 readers.py:12(__init__)
        4    0.000    0.000    0.000    0.000 poolmanager.py:171(__init__)
        2    0.000    0.000    0.000    0.000 datetime.py:634(__neg__)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        3    0.000    0.000    0.000    0.000 datetime.py:1571(__new__)
        1    0.000    0.000    0.000    0.000 __init__.py:108(import_module)
        9    0.000    0.000    0.000    0.000 __init__.py:1366(_fixupParents)
        3    0.000    0.000    0.000    0.000 typing.py:1549(__init_subclass__)
        2    0.000    0.000    0.000    0.000 models.py:106(_encode_params)
        1    0.000    0.000    0.000    0.000 pathlib.py:112(_WindowsFlavour)
        4    0.000    0.000    0.000    0.000 ssl_match_hostname.py:25(_dnsname_match)
        2    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
      135    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1065(get_filename)
        7    0.000    0.000    0.000    0.000 threading.py:236(__init__)
        2    0.000    0.000    0.000    0.000 utils.py:654(requote_uri)
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
        2    0.000    0.000    0.000    0.000 client.py:383(_check_close)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1038(_gcd_import)
        1    0.000    0.000    0.000    0.000 ssl.py:1002(SSLSocket)
        2    0.000    0.000    0.000    0.000 client.py:837(__init__)
       46    0.000    0.000    0.000    0.000 queue.py:15(_qsize)
        1    0.000    0.000    0.000    0.000 uu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1231(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:71(search_function)
        1    0.000    0.000    0.000    0.000 ssl.py:473(Purpose)
        4    0.000    0.000    0.000    0.000 cookies.py:542(merge_cookies)
       16    0.000    0.000    0.000    0.000 sre_compile.py:456(_generate_overlap_table)
        8    0.000    0.000    0.000    0.000 timeout.py:102(__init__)
       22    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:770(create_module)
        1    0.000    0.000    0.000    0.000 ssltransport.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1266(IPv4Address)
        1    0.000    0.000    0.000    0.000 base64.py:1(<module>)
        4    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
       30    0.000    0.000    0.000    0.000 ipaddress.py:1843(_split_scope_id)
      130    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        6    0.000    0.000    0.000    0.000 url.py:91(__new__)
        4    0.000    0.000    0.000    0.000 connectionpool.py:324(_get_timeout)
       36    0.000    0.000    0.000    0.000 url.py:416(ensure_type)
       22    0.000    0.000    0.000    0.000 queue.py:21(_get)
        1    0.000    0.000    0.000    0.000 os.py:48(<listcomp>)
        2    0.000    0.000    0.000    0.000 __init__.py:426(validate)
        1    0.000    0.000    0.000    0.000 response.py:163(HTTPResponse)
        2    0.000    0.000    0.000    0.000 client.py:417(close)
        1    0.000    0.000    0.000    0.000 timeout.py:1(<module>)
      125    0.000    0.000    0.000    0.000 enum.py:559(<lambda>)
      174    0.000    0.000    0.000    0.000 shlex.py:68(punctuation_chars)
        4    0.000    0.000    0.000    0.000 functools.py:844(register)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
       22    0.000    0.000    0.000    0.000 message.py:479(set_raw)
        1    0.000    0.000    0.000    0.000 threading.py:827(__init__)
        6    0.000    0.000    0.000    0.000 sessions.py:84(<listcomp>)
        1    0.000    0.000    0.000    0.000 socks.py:241(socksocket)
       54    0.000    0.000    0.000    0.000 structures.py:58(<genexpr>)
        1    0.000    0.000    0.000    0.000 wait.py:1(<module>)
        2    0.000    0.000    0.000    0.000 utils.py:767(get_proxy)
       22    0.000    0.000    0.000    0.000 six.py:1014(ensure_text)
       12    0.000    0.000    0.000    0.000 structures.py:57(__iter__)
        6    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
        1    0.000    0.000    0.000    0.000 random.py:119(__init__)
        2    0.000    0.000    0.000    0.000 utils.py:533(get_encoding_from_headers)
       17    0.000    0.000    0.000    0.000 enum.py:82(__init__)
       16    0.000    0.000    0.000    0.000 utils.py:1046(_validate_header_part)
        2    0.000    0.000    0.000    0.000 models.py:631(prepare_hooks)
       10    0.000    0.000    0.000    0.000 sre_parse.py:259(getwhile)
      135    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:874(create_module)
        1    0.000    0.000    0.000    0.000 datetime.py:1563(datetime)
        2    0.000    0.000    0.000    0.000 functools.py:853(<lambda>)
        5    0.000    0.000    0.000    0.000 datetime.py:384(_check_date_fields)
        8    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
        1    0.000    0.000    0.000    0.000 random.py:128(seed)
       20    0.000    0.000    0.000    0.000 __init__.py:219(_acquireLock)
        1    0.000    0.000    0.000    0.000 six.py:956(wrapper)
        2    0.000    0.000    0.000    0.000 feedparser.py:53(__init__)
        2    0.000    0.000    0.000    0.000 ssl.py:562(set_alpn_protocols)
        2    0.000    0.000    0.000    0.000 __init__.py:902(createLock)
        1    0.000    0.000    0.000    0.000 __init__.py:1066(__init__)
      104    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1500(<genexpr>)
       26    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        4    0.000    0.000    0.000    0.000 __init__.py:1455(debug)
        2    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
        1    0.000    0.000    0.000    0.000 mimetypes.py:399(_default_mime_types)
        2    0.000    0.000    0.000    0.000 parse.py:817(quote)
        4    0.000    0.000    0.000    0.000 six.py:233(create_module)
       22    0.000    0.000    0.000    0.000 queue.py:18(_put)
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
      101    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
       81    0.000    0.000    0.000    0.000 __init__.py:402(<genexpr>)
        2    0.000    0.000    0.000    0.000 connectionpool.py:963(_prepare_conn)
       98    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        4    0.000    0.000    0.000    0.000 timeout.py:181(clone)
        2    0.000    0.000    0.000    0.000 {built-in method _csv.reader}
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        8    0.000    0.000    0.000    0.000 cookiejar.py:885(__init__)
       86    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
       10    0.000    0.000    0.000    0.000 client.py:1286(<genexpr>)
       24    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
       20    0.000    0.000    0.000    0.000 connection.py:223(<genexpr>)
        2    0.000    0.000    0.000    0.000 sessions.py:107(get_redirect_target)
        1    0.000    0.000    0.000    0.000 readers.py:15(resource_path)
        4    0.000    0.000    0.000    0.000 parse.py:504(urlunsplit)
        2    0.000    0.000    0.000    0.000 models.py:495(prepare_body)
       22    0.000    0.000    0.000    0.000 {method 'setdefault' of 'collections.OrderedDict' objects}
        2    0.000    0.000    0.000    0.000 parse.py:335(geturl)
        1    0.000    0.000    0.000    0.000 threading.py:568(set)
       53    0.000    0.000    0.000    0.000 enum.py:245(<genexpr>)
        2    0.000    0.000    0.000    0.000 ssl.py:499(_encode_hostname)
        4    0.000    0.000    0.000    0.000 __init__.py:853(_addHandlerRef)
        7    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
      118    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        2    0.000    0.000    0.000    0.000 feedparser.py:70(close)
        2    0.000    0.000    0.000    0.000 models.py:207(register_hook)
        4    0.000    0.000    0.000    0.000 six.py:201(load_module)
        2    0.000    0.000    0.000    0.000 datetime.py:792(__new__)
       46    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
      227    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        2    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
       34    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 pathlib.py:540(PurePath)
        1    0.000    0.000    0.000    0.000 _appengine_environ.py:12(is_appengine_sandbox)
        2    0.000    0.000    0.000    0.000 socks.py:38(set_self_blocking)
      107    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7f8c30d9d090}
        4    0.000    0.000    0.000    0.000 {function SocketIO.close at 0x7f8c30dddd80}
        4    0.000    0.000    0.000    0.000 cookies.py:358(update)
        4    0.000    0.000    0.000    0.000 sessions.py:799(mount)
       86    0.000    0.000    0.000    0.000 __init__.py:96(<lambda>)
       24    0.000    0.000    0.000    0.000 typing.py:1242(__eq__)
       12    0.000    0.000    0.000    0.000 client.py:1007(_output)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1739(clear_expired_cookies)
